Name,X,Y,Z
Morri,0.66,104.59,-137.13
Morrigan,-80.41,59.53,-91.53
Morrina,-97.66,81.97,0.44
Morronii,-56.53,-79.59,71.09
Mors,99.41,-57.00,-21.63
Morta,-48.31,-27.88,17.09
Morten,-22.47,73.78,44.09
Morten-Marte,81.88,36.88,47.53
Moscabs,-3.88,-141.72,-84.88
Mosche,69.94,-36.19,92.91
Moshi,98.53,-92.78,-82.56
Mosho,72.66,-142.38,122.84
Mossarian,-11.22,-110.91,127.72
Motia,112.13,-59.91,53.84
Motie,96.00,50.13,26.41
Motilekui,115.94,-244.66,-64.88
Motilone,131.06,-59.56,76.38
Motintana,125.06,-166.66,-59.56
Moyopa,70.00,-199.88,-8.34
Moyot,24.81,-260.66,12.78
Mpalans,122.88,-10.00,-98.19
Mpalital,48.22,-67.81,-96.16
Mpalouros,91.22,-61.75,-76.50
MS Draconis,-72.72,45.41,-5.88
Mse,-99.13,86.31,88.69
MT Pegasi,-65.75,-46.63,-2.66
Mu Andromedae,-97.44,-52.94,-67.38
Mu Aquarii,-85.13,-82.16,103.63
Mu Aquilae,-75.34,-12.19,75.84
Mu Arae,16.63,-10.56,46.59
Mu Capricorni,-40.22,-63.34,43.69
Mu Gong,126.19,-141.44,107.41
Mu Horologii,89.63,-109.00,11.06
Mu Kin,-171.47,-74.84,-62.78
Mu Koji,124.66,-24.72,62.47
Mu Nialfi,32.81,-215.22,-43.34
Mu Nik,-11.28,-86.97,102.97
Mu Nora,-115.09,43.84,-24.50
Mu Phoenicis,62.94,-232.78,47.69
Mu Telescopii,29.63,-52.63,94.47
Mu Velorum,112.66,17.31,26.97
Mu-1 Cygni,-67.97,-23.03,10.59
Mu-1 Pavonis,104.13,-126.66,173.81
Mu-2 Octantis,78.56,-78.38,88.78
Muan,89.03,-236.81,-44.91
Muan Nu,99.00,-63.50,-49.97
Muan Qingga,-28.53,9.25,172.16
Muang,17.03,-172.78,-3.47
Much,156.22,-158.88,-23.72
Muchihiks,-80.00,36.94,-80.53
Mudhrid,42.81,-89.75,-41.25
Mudrama Kaze,97.94,-110.56,-54.19
Mudrus,-43.66,-109.91,16.34
Muduma,-16.03,121.41,53.28
Mudumboja,-48.16,102.72,-75.13
Mudungkala,62.44,102.44,-37.97
Mudusitoq,-47.72,-84.06,-90.53
Muduwa,164.41,-129.59,133.94
Mufrid,-1.13,35.25,11.09
Muga,71.41,-216.41,29.50
Mugari,110.50,-61.41,117.25
Mukh,164.22,-156.50,46.00
Mukhang,162.47,-200.25,44.97
Muku,116.94,-18.09,68.94
Mukulcana,19.28,28.31,-137.16
Mukun,-40.94,31.16,-100.25
Mukur,154.22,-52.97,37.69
Mukurumnon,101.91,-124.81,-61.34
Mukusubii,-147.47,-64.13,46.09
Mula Wendes,15.72,-164.50,86.34
Mulac,0.91,99.19,100.91
Mulachi,6.25,-5.78,35.94
Mulano,-139.97,67.50,-15.56
Mulaya,133.09,-31.59,88.00
Mulayo,33.88,9.28,97.38
Mullag,0.50,35.09,-19.19
Multure,32.78,-155.88,63.00
Multuring,-59.13,-164.09,3.69
Mulukang,70.31,68.41,71.69
Mulung,-75.88,86.38,26.44
Mulung Piri,-30.56,157.81,-2.22
Mulungu,-36.50,-52.13,12.16
Mumba,82.34,170.50,-94.88
Mumbal,29.66,-61.06,86.94
Mumbiku,-22.03,-141.97,-61.78
Mumukulas,-3.31,-120.41,-97.78
Muncheim,-98.38,37.56,-61.28
Munchep,-41.19,-125.59,-67.22
Mundandjabe,150.19,-33.69,29.22
Mundigal,28.19,-123.16,-89.44
Mundii,85.56,-1.06,-0.38
Mundindja,140.75,75.81,-63.94
Mundine,143.59,-92.72,19.25
Mundjiga,32.75,-95.63,32.53
Mundumnonne,45.59,-59.25,-92.72
Munfayl,-24.16,-86.16,2.53
Munshin,101.66,-111.31,39.19
Muraba,-59.09,-14.88,-101.09
Muracing,-78.69,79.44,64.75
Murama,115.63,43.81,-30.56
Murare,121.69,-111.75,-32.72
Murarija,-73.28,87.91,87.13
Muras,107.38,43.78,50.44
Murato,91.53,-99.53,66.56
Murawal,105.44,-122.34,105.38
Muri,-134.47,4.28,-10.63
Muriges,4.50,-81.50,1.47
Murnako,77.34,-138.72,25.94
Murnakum,-69.94,-57.59,-12.16
Murni,76.00,-32.72,-94.91
Muruidon,-43.81,-74.63,69.06
Muruidooges,164.25,-91.16,-41.84
Murunderet,-40.75,16.13,141.38
Murung,-31.50,23.69,75.94
Murung Kuna,-100.44,-25.22,-54.34
Murungh,-12.84,-42.13,7.56
Murus,93.44,-103.41,5.94
Murusa,-78.81,-47.09,113.47
Muspell,62.34,-64.88,49.16
Muss,30.25,-97.97,119.88
Mussche,154.09,38.94,73.41
Musscheim,117.91,95.47,60.88
Musubia,12.78,113.78,66.94
Muth,41.00,-30.59,-19.00
Muthi,126.66,8.88,3.31
Muthia,205.59,-170.88,70.91
Muthnir,184.75,-176.69,87.38
Muthniu,71.84,57.59,-38.03
Mutj,16.34,-23.50,61.25
Mutjarabi,101.25,-84.31,-62.56
Mutpuri,88.06,-172.81,136.72
Mutujiali,20.81,-83.44,31.94
Mutumu,-35.56,87.34,-66.72
Mututna,-49.19,129.28,59.88
Mututnahpu,-141.38,-83.00,6.63
MV Virginis,34.69,66.47,63.72
Mvubandowag,-138.13,10.13,73.88
Mwamba,-51.94,-45.00,-42.50
Mwambe,118.53,-182.09,92.09
Mwamen,-6.13,-88.66,-15.59
Mwamitoto,-9.25,74.81,-82.19
MY Apodis,56.00,-24.44,41.94
Myrbat,-63.53,-53.28,-23.25
MZ Ursae Majoris,-31.28,87.66,-31.72
n Puppis,88.44,-2.44,-53.41
Na Chac Og,78.09,-21.13,-124.75
Na Chem,3.34,64.03,76.22
Na Chipini,34.50,-107.91,133.75
Na Chun Di,-67.41,135.81,37.09
Na Zha,165.84,3.75,-75.13
Na Zotzil,-133.13,51.69,19.16
Nabatean,23.13,-66.28,22.47
Naduninda,145.91,18.50,72.19
Nadunuvii,29.25,107.91,69.47
Nadur,115.81,-14.16,126.50
Naduscapati,128.19,19.84,49.06
Naduvul,0.53,-67.56,64.56
Naduwal,57.06,-15.00,-128.34
Naebin,124.19,41.38,-47.34
Naebing,108.72,-214.16,-3.56
Naebisaako,25.97,-27.50,88.09
Naebisoci,-40.81,-140.78,120.84
Naebisulfr,101.78,-40.91,34.09
Naebitici,102.41,-133.16,-78.75
Nagages,151.25,-64.03,2.97
Naganjin,52.50,-172.34,142.91
Nagans,37.19,-109.91,-52.19
Nagarans,-48.84,-71.38,-39.16
Nagarlaw,16.25,40.41,72.75
Nagaru,-116.34,12.50,100.34
Nagasairu,34.78,-8.38,77.84
Nagaybaks,35.06,-48.00,70.75
Nagaybuwa,-6.81,-47.56,113.06
Nageni,-35.84,-153.69,18.00
Nagi,127.63,-105.56,-53.16
Nagii,-55.34,38.25,-158.75
Nagnaiwae,6.06,15.94,152.47
Nagnatae,35.47,8.81,42.16
Nagni,85.22,-253.00,15.47
Nagnutli,144.78,-20.16,46.91
Nagybold,47.50,86.34,13.09
Nahua,27.72,-119.63,45.63
Nahuahini,53.84,-248.84,78.66
Nahuaru,46.34,7.50,143.59
Nahuatl,65.25,-85.75,-6.16
Nahumla,-57.59,-1.41,103.28
Nahundi,28.00,47.16,-13.28
Nai Hou Jiu,85.34,-170.97,141.72
Nai No Kami,133.13,-244.47,110.84
Nai Nones,-40.91,30.97,-165.06
Nai Shoro,53.16,-145.25,-38.72
Naik,63.44,108.47,7.53
Naika,116.34,-174.34,129.41
Naikun,184.25,-116.59,63.63
Nait,131.25,-20.44,-70.31
Naita,-17.69,44.31,117.63
Naiti,24.50,-13.66,-76.63
Naitis,39.94,77.75,21.88
Naits,-59.63,-42.56,20.31
Nakako,-95.50,79.66,-38.19
Nakap,-73.75,-31.03,41.75
Nakaruwuti,148.66,-172.63,75.63
Nakau,137.97,-9.88,-14.09
Nakula,80.66,98.59,29.56
Nakulha,-24.88,-9.56,96.00
Nakuma,-154.59,34.19,-18.75
Nal Yax,-19.19,-161.16,2.53
Nal Yeh,7.25,-3.13,54.66
Nalu,39.06,57.72,154.31
Namab,-36.44,-38.78,80.63
Namago,100.19,-32.13,-143.22
Namai,120.88,39.50,14.50
Namaka,-25.13,86.06,3.16
Namamasairu,157.41,-73.66,-1.50
Namarii,67.31,-120.81,-20.53
Namasa,99.03,-116.72,164.50
Namat,55.75,-187.47,90.22
Namatho,16.66,-82.41,-62.16
Namayu,90.13,-48.13,-118.25
Namba,-5.13,-154.22,-12.50
Nambal,100.47,-128.91,-0.41
Nambi,-6.69,-211.75,134.88
Nambikuara,-88.06,-14.66,75.97
Nammu,-67.28,-11.31,3.09
Namnetes,-64.09,-85.94,-35.44
Namniez,97.31,-162.44,109.81
Namo,111.06,-117.41,143.28
Namon,91.19,-79.19,74.56
Namorodo,109.16,-53.53,-13.06
Namorovi,79.44,-210.13,-39.84
Namte,75.03,1.50,-25.41
Nan Cruagsa,-135.72,54.63,39.19
Nan Hsie,77.13,3.16,76.75
Nan Sapwe,48.31,-15.94,40.78
Nan Wera,76.97,-104.94,127.47
Nan Yamanes,-88.66,-100.13,-70.94
Nana Buluku,116.19,-73.75,-53.91
Nana De,-25.78,-165.00,17.53
Nanabozho,22.94,-35.75,24.16
Nanamatha,-17.13,34.19,-103.34
Nanangolans,144.09,75.00,-68.56
Nanapan,37.63,-200.97,-11.09
Nanarilobo,-29.63,157.91,-10.69
Nanata,120.28,1.78,89.59
Nanatani,144.00,-5.00,33.06
Nanatauvii,-20.91,-191.38,46.91
Nanatay,111.56,-119.84,21.72
Nanauatzin,-3.41,51.66,3.78
Nanawi,74.53,-142.69,149.59
Nandaqui,25.13,-135.66,-64.69
Nandarib,16.38,-136.03,-69.34
Nandh,42.31,7.97,-65.13
Nandhis,86.19,25.22,-109.19
Nandhrimpo,153.19,-72.47,-16.72
Nandhs,149.50,-19.44,-17.09
Nandigamara,111.47,-113.88,22.31
Nandinia,133.00,-80.06,35.19
Nanditi,69.59,20.41,62.03
Nandjaba,128.41,-25.84,55.53
Nandjabinja,6.38,-4.47,-63.97
Nandjalato,61.50,-2.75,45.13
Nandjil,40.16,43.13,156.66
Nandjirii,-61.09,30.25,-19.53
Nandovices,123.00,-118.66,40.25
Nang De Ti,-150.47,79.28,18.47
Nang Di,93.69,-77.78,131.00
Nang Picori,53.66,-167.28,61.38
Nang Ta-khian,-18.22,26.56,-6.34
Nangandh,29.47,8.53,138.13
Nanggalis,-58.91,-116.56,-19.81
Nangkano,-5.22,96.84,70.25
Nangpo,3.81,-113.81,113.22
Nangura,0.78,-77.84,-81.00
Nangutsu,-27.72,0.44,92.19
Nanka,108.97,89.88,-53.53
Nankobi,-58.63,-121.75,25.94
Nankul,-72.22,-55.72,17.97
Nann,117.44,97.75,60.81
Nanoai,-26.97,-160.09,-41.75
Nanomam,-14.78,19.66,-15.25
Nanoy,137.06,-14.66,-14.97
Nanta Ti,122.38,-20.22,36.88
Nantóac,201.50,-177.81,46.94
Nantariates,79.25,-196.31,81.94
Nanter,-66.91,-29.22,9.50
Nantiates,-98.22,-69.31,50.06
Nantjangli,21.59,93.63,-91.03
Nanto,-19.72,78.84,118.38
Nantundan,110.44,21.97,116.31
Napia,102.34,-124.44,74.19
Napitic,-99.41,83.84,39.91
Naporimui,29.16,-215.56,125.31
Napote,84.16,-79.22,-40.06
Napoyo,91.69,-146.66,37.88
Narai,88.69,-79.09,-78.38
Naraka,-34.09,26.22,-5.53
Narakapani,104.34,-93.88,10.03
Narakwates,44.16,-131.59,50.19
Narangga,-82.53,-102.94,77.72
Narans,-135.03,21.53,84.50
Narantan,92.13,-60.47,99.59
Narasa,-50.78,22.59,168.31
Narasimha,-14.25,1.31,59.19
Narasinha,19.56,-138.69,135.34
Narati Shi,84.94,67.41,-107.75
Naratones,-77.56,-119.19,-20.84
Naraviri,129.53,-8.25,66.44
Narbacoch,57.78,41.28,137.81
Narbago,-124.13,44.78,82.66
Narbudj,132.69,-20.13,-71.69
Nare,-37.06,-7.19,-158.03
Nareg,71.63,-51.88,-114.28
Nareldi,10.78,-205.22,92.38
Naren,-47.47,-18.78,-114.28
Nareni,60.09,37.81,-71.81
Narenses,-1.16,-11.03,21.88
Narentes,75.03,-10.31,26.19
Nareri,-44.78,-43.78,27.16
Nari,-12.09,170.34,90.28
Nari2,142.66,-207.44,-54.25
Nariansan,38.59,-63.94,107.16
Narina,59.13,-209.34,-17.66
Nariya,105.41,22.06,75.09
Nariyot,141.00,-160.69,101.22
Narkinnaq,-111.63,74.56,55.41
Narkinyin,100.72,129.59,77.41
Narri,-63.16,-80.94,-23.13
Narverdulli,30.00,-45.44,-75.22
Narvernaca,-21.16,-150.63,107.44
Narvert,-112.41,-67.97,-86.53
Narveti,153.19,-206.19,-9.50
Nasaraudi,65.25,-117.22,-45.38
Nashira,-66.06,-111.44,88.78
Nasiaverni,100.50,83.94,24.03
Naso Kichi,-5.22,-107.97,103.13
Nasoda,-83.31,-112.50,-63.81
Nastrond,-75.34,-40.44,-56.75
Nat9481,29.09,-41.75,-99.09
Nata,137.47,-186.97,41.75
Natar,77.31,-133.53,154.91
Natay,-53.34,-158.78,-18.16
Natera,-37.84,-111.69,49.50
Natero Kop,-58.88,36.56,-132.44
Natrians,-106.06,39.50,98.72
Natrimi,38.28,-81.47,77.97
Nauacan,22.25,-101.03,-56.25
Nauahtunu,169.16,3.28,55.13
Naualam,113.72,-56.44,4.31
Nauan Du,-30.38,156.44,-12.44
Nauana,77.16,-94.09,96.66
Nauani,81.38,-51.19,-14.00
Nauksas,-86.75,40.84,119.09
Naunapitana,119.59,-178.28,2.72
Naunei,100.75,-62.63,10.75
Naunet,-9.41,-20.16,-155.41
Naungni,184.38,-173.19,-15.31
Nauni,-33.50,-70.19,-162.19
Naunin,55.34,-13.19,76.13
Nauo,-46.41,7.03,122.09
Nauolung,133.69,-159.81,-37.28
Naura Mol,70.31,-195.97,-30.78
Nauracota,-44.72,-9.75,170.00
Nauragwa,103.59,78.25,-68.66
Nauravanec,106.69,120.88,-3.53
Nauresanoy,146.84,-180.00,11.00
Nauri,107.97,-32.97,35.88
Naurung,-48.66,-42.00,-139.34
Navajo,-34.06,23.53,130.78
Navajoar,-69.59,-18.47,67.13
Navajojiu,-48.94,46.47,120.06
Navas,155.44,10.59,25.31
Nawa,138.69,-76.03,34.22
Nawad,-81.91,20.16,-81.50
Nawait,143.84,-80.59,-56.88
Nawer,-25.38,32.56,154.66
Naxixo,-57.44,-139.00,23.28
Nayahun,-122.53,28.44,28.66
Nayanezgani,51.34,-177.03,15.97
Nayapota,45.75,36.38,-82.81
Ndaakoshi,77.56,-124.16,-75.13
Ndaba,11.53,-141.84,-134.91
Ndabangluya,2.84,17.41,-103.22
Ndabien,46.41,-48.13,-123.19
Ndan,136.50,-20.34,32.88
Ndanbain,41.56,139.69,-20.34
Ndandjimbo,-98.00,-45.38,44.56
Ndano,173.84,-213.22,-36.25
Ndebech,59.53,-100.38,-23.50
Ndeber,-66.78,-59.84,83.53
Nden,-17.44,-0.84,139.31
Ndenaiwae,-34.13,-158.63,-68.81
Ndjabog,-88.31,-88.22,-44.84
Ndjala,19.69,-156.44,139.56
Ndjari,-137.59,36.00,2.09
Ndoyenghus,-31.28,-127.03,28.56
Ndoyerunga,108.00,-54.63,-93.19
Ndozi,-28.09,30.75,-106.28
Ndozins,-14.31,-10.69,-60.56
Ndria,-56.81,31.94,-87.38
Ndriamente,-56.19,-5.50,164.22
Ndrian,56.66,106.91,-104.53
Neali,85.03,-26.44,-14.41
Neb Djen,42.66,131.56,-79.72
Neb Huldr,102.44,-73.44,56.44
Nebtete,59.28,44.38,16.69
Nebther,135.97,37.16,-3.59
Nebthet,4.00,-9.97,-128.47
Nech Kairu,-31.78,100.03,29.66
Neche,63.69,12.91,-13.09
Ned Erh,6.34,-111.66,0.44
Nedos,-72.72,-43.22,-24.41
Nefen,1.59,-23.00,117.16
Nefes,-59.47,-146.41,6.34
Nega,-93.06,23.59,150.06
Negafook,-49.22,9.47,-155.66
Neganhot,77.78,50.94,79.97
Negani,70.66,-53.88,-22.25
Negas,164.25,-183.63,-21.09
Negasargun,6.13,-74.16,84.41
Negasta,-21.44,139.88,21.56
Negi,-31.22,21.00,-139.41
Negidals,-63.81,-28.25,76.19
Negin,-2.63,153.88,-28.25
Neginn,19.28,-202.88,-40.81
Negir,154.56,-187.53,-4.13
Negri,188.50,-173.00,78.88
Negrici,188.78,-158.13,41.00
Negriti,-36.66,40.34,-69.03
Negrito,78.41,-82.59,10.91
Nehabtani,21.34,-247.38,77.03
Nehebayo,-70.28,-76.69,46.00
Nehebkau,-16.69,-120.75,-30.41
Nehet,81.50,-116.47,37.03
Neites,156.22,-88.53,-37.09
Neits,9.84,-68.28,-9.88
Neitsi,-134.25,-99.94,42.94
Nekhbet,-15.38,-26.78,-59.78
Nekhmetona,91.09,-32.13,-107.38
Nemaiamburi,-8.47,-22.47,103.59
Nemasty,-86.09,-130.31,57.28
Nemedet,19.91,-119.72,99.66
Nemehi,19.41,-9.97,39.47
Nemehim,141.06,49.50,49.22
Nemehutas,146.31,71.22,-83.31
Nemeno,-75.44,-133.75,92.84
Nemepawe,-127.59,34.91,-43.41
Nemet,10.06,-61.09,17.25
Nemetan,-50.50,18.25,146.31
Nemetati,52.09,-158.06,135.75
Nemetes,-112.19,74.41,28.47
Nemetu,-44.88,103.38,-116.09
Nemgla,119.66,-96.50,-12.16
Nenexo,-150.19,-50.22,-3.56
Nepehuevit,137.81,-123.72,66.22
Neperimpox,72.72,91.09,125.75
Nephthys,45.59,49.09,-31.88
Nepi,37.44,-20.81,58.84
Neris,-111.63,-109.13,-55.72
Nerishis,106.78,-32.34,-53.19
Neritus,75.44,2.63,-30.88
Nerre,80.03,15.75,139.75
Nerremaia,169.88,-200.38,71.09
Nerrete,185.78,-127.19,4.94
Nerry,-125.97,-17.47,80.47
Nerthus,15.56,-57.97,37.75
Nervi,-74.75,-72.72,35.84
Nervii,114.56,44.66,-107.78
Nervir,39.84,-24.16,-43.22
Nerviri,43.50,-150.94,-55.28
Nespel,25.97,-171.09,-5.41
Nespeleve,68.00,-141.28,-105.25
Nespeli,141.19,42.59,35.16
Nespell,158.50,-96.97,38.00
Neto,-41.19,7.66,36.31
Nevermore,19.38,88.28,-10.16
Nez Pelliri,-55.13,-31.59,58.38
Nez Perce,-78.53,-21.31,-58.81
Nezhen,9.50,-105.94,120.97
Nezheng,-100.53,23.66,141.19
Nezhenses,6.25,-41.00,-27.03
Ngadakhis,34.69,-45.53,76.63
Ngadandari,62.75,-74.19,109.50
Ngadandy,156.69,-43.84,7.59
Ngadjal,67.75,-109.75,51.59
Ngadji,55.72,-196.53,-33.38
Ngadjuk,150.41,-95.56,113.78
Ngaduni,46.66,-93.41,91.53
Ngaiawang,62.38,-89.91,-13.00
Ngaislan,-128.41,33.59,-24.75
Ngaits,19.56,78.28,-140.09
Ngakwakan,-126.56,-78.53,52.94
Ngakwilo,-42.47,187.56,-26.34
Ngakwites,6.81,-161.50,73.66
Ngalakan,154.25,-176.34,97.63
Ngale,102.09,-143.72,124.47
Ngalea,-81.19,41.53,141.63
Ngaledi,-5.66,-33.72,68.38
Ngali,24.31,-105.84,162.78
Ngalia,-74.63,-35.03,-165.97
Ngaliba,-30.50,-8.63,58.06
Ngalibamba,78.72,-64.28,117.53
Ngaliep,51.28,-10.34,86.09
Ngalinn,8.63,-219.84,-60.84
Ngalites,174.03,-25.63,36.38
Ngalkin,51.31,-50.72,33.19
Ngalu,35.50,-6.25,66.31
Ngalua,-42.72,-64.13,145.00
Ngalung,92.94,40.53,-33.19
Ngalyod,-50.38,-157.25,23.72
Ngam,-42.84,-42.31,98.53
Ngandan,9.34,-134.69,-79.34
Ngandavaret,17.63,75.09,-109.41
Ngandii,-7.06,66.28,-99.69
Ngandinique,94.03,-151.69,-62.03
Ngandins,72.09,50.81,119.91
Ngandji,141.72,49.72,81.94
Ngandowa,-81.44,-80.97,41.94
Ngandrusa,166.50,-104.56,100.03
Ngane,105.56,-57.03,39.59
Nganeru,37.63,35.50,39.97
Nganinks,-81.59,-37.09,82.84
Nganjang,70.25,-5.88,119.25
Nganji,-24.59,36.84,-132.09
Ngarabal,-40.63,-135.44,7.03
Ngaradjaras,-91.81,62.47,147.06
Ngarans,-4.94,-232.97,16.41
Ngarasini,188.34,-112.75,40.63
Ngarawe,158.97,-74.66,52.94
Ngardamayo,39.53,28.53,-36.22
Ngardinja,-7.16,-50.88,108.25
Ngarezo,77.84,-117.09,127.84
Ngargambo,15.25,13.78,-119.84
Ngarguna,26.03,-21.69,96.22
Ngari,-55.47,-8.00,142.25
Ngarkin,-52.53,-140.09,84.50
Ngarkindi,-68.56,108.97,-78.97
Ngarokpoi,51.59,42.94,57.94
Ngarra,-91.97,-69.94,70.41
Ngarsingo,146.16,41.47,13.81
Ngartha,-132.25,-78.84,24.84
Ngaru,-37.84,-30.38,43.47
Ngaruagsa,68.44,14.50,-129.63
Ngaruayanka,-23.72,-32.66,28.63
Ngaruekenas,42.19,-10.69,62.75
Ngarut,-130.56,68.91,99.38
Ngath,114.81,-34.31,-44.41
Ngatha,126.09,-36.94,-59.13
Ngati,-55.31,-99.13,-15.03
Ngaun,165.03,-139.97,101.50
Ngauna,-23.91,5.19,-80.66
Ngaunetes,88.84,-120.84,126.59
Ngauninda,119.06,-171.72,132.25
Ngauningin,12.56,-73.88,25.06
Ngawula,73.63,56.56,-39.19
Ngbandi,137.72,-174.75,66.25
Ngbatara,-129.66,80.38,-51.28
Ngbato,-43.31,-56.63,77.84
Ngbatobii,13.22,-38.38,128.00
Nger,115.59,-1.13,-122.28
Ngera,-129.41,-87.19,106.59
Ngeratha,172.78,-204.81,45.84
Ngere,100.78,-121.78,-44.78
Ngeri,33.13,62.66,-42.75
Ngerisan,-27.47,-103.16,-15.53
Ngewi,3.34,-197.59,59.00
Ngewi'xilak,-52.13,111.00,-76.97
Ngewin,-115.91,-122.75,66.84
Ngin,45.25,-0.50,-123.31
Ngobe,-7.84,-124.09,-164.09
Ngobed,74.31,-16.53,-28.38
Ngobedu,-22.34,-26.03,50.50
Ngobogdii,-72.63,46.84,87.09
Ngobokopedu,-43.06,84.66,-84.94
Ngobriglai,96.56,6.00,-9.75
Ngobrindin,-111.56,-38.34,-3.84
Ngola,-38.13,-146.06,25.84
Ngolai,-86.38,-86.94,-43.84
Ngolibardu,-48.81,-7.75,39.81
Ngolingo,-21.16,121.03,-129.69
Ngolite,-133.78,-38.72,-26.28
Ngolitjali,-117.53,38.06,-4.94
Ngolock,141.66,-233.66,61.13
Ngolona,155.03,-57.81,79.63
Ngoma,71.22,61.13,60.34
Ngomangatio,58.22,-232.06,104.25
Ngombivas,26.69,-35.00,75.38
Ngones,98.78,-185.97,-52.75
Ngongani,195.63,-129.69,94.31
Ngonten,-38.78,110.38,96.56
Ngorowai,84.34,-86.94,-89.28
Ngugira,62.22,-24.72,22.66
Ngugirawa,11.09,13.13,100.06
Ngulu,107.69,118.59,-59.06
Ngulungbara,-1.94,-240.88,35.09
Ngun,85.72,-122.63,8.75
Nguna,-122.78,-102.53,-22.56
Ngunabozho,-97.88,-33.06,95.19
Ngundecabui,144.53,28.25,-49.00
Ngundjedes,-167.69,69.69,-64.91
Nguni,117.16,-69.88,39.31
Nguraci,-47.66,53.72,-130.34
Ngurawong,3.91,-28.44,124.59
Ngurd,6.66,-153.63,51.47
Ngurelban,-46.28,21.66,19.09
Ngurii,169.50,-42.34,87.06
Ngurlungus,-20.88,99.72,-61.72
Ngurui,46.81,-106.78,-89.75
Ngurumbha,-103.34,-62.63,-47.72
Ngurunderi,-121.66,4.41,53.63
Ngurungo,58.03,-113.38,43.44
Niaba,78.34,-30.66,95.25
Niabakanute,124.34,-137.75,18.91
Niabi,-48.16,58.13,145.31
Nialfi,109.91,-28.31,-44.59
Niali,83.16,-191.81,24.31
Niamara,83.06,-10.69,-94.69
Nian,-97.81,69.34,56.47
Nibelaako,-150.50,-52.94,-47.72
Nican,-23.25,-81.06,-122.22
Nicassee,-20.47,52.97,96.56
Nicobarese,-124.94,29.91,-39.16
Nicocheo,75.81,-220.19,107.44
Nicollos,-22.66,-23.50,98.41
Nicopa,-29.53,-71.03,164.56
Nicor,-56.84,-42.72,125.03
Nidanga,-31.69,-0.09,-136.34
Nidarijedi,13.66,-104.91,-47.66
Nidayiman,-10.41,-147.06,-76.09
Niery,-45.66,32.94,-62.25
Niflheimri,15.91,-38.22,72.13
Niflhel,68.81,-148.25,47.94
Nihal,98.97,-72.13,-103.53
Nihursaga,24.06,9.31,-62.88
Nijolam,200.19,-107.53,23.81
Nijotec,-15.00,-22.25,82.47
Nijoten,-86.94,-96.41,67.44
Nijotures,102.34,132.38,72.31
Niju,-42.78,57.84,-111.75
Nijuhty,42.25,-131.84,-88.28
Nijuna,41.94,-117.44,48.22
Nik,90.84,-20.72,94.88
Nilfheim,44.16,-7.25,92.41
Nima,7.56,30.25,-82.66
Niman,-78.00,-88.16,42.28
Nimari,94.03,90.69,19.16
Nimboja,13.03,-119.75,134.25
Ninabin,52.13,-51.72,-30.16
Ninans,-78.53,-55.19,3.31
Ninhursag,58.13,-44.34,-5.84
Ninibo,-55.09,41.53,-81.59
Ninmah,-3.63,1.97,-67.84
Ninsun,-38.09,33.41,45.91
Nipiates,2.28,-98.38,137.94
Nipibo,136.59,-5.56,4.22
Nipihikeggi,153.22,-123.00,-64.19
Nipihila,69.47,-56.72,153.38
Nipitio,62.50,2.41,140.69
Nirrayutori,113.69,-70.97,-81.72
Nirriti,-54.34,-4.19,106.94
Nirrodumara,153.06,-30.63,58.47
Nirros,-62.84,-99.94,67.47
Nisgan,93.50,-183.19,59.06
Nisgayo,-18.00,-59.91,47.66
Nithhogg,47.72,-96.25,117.22
Nithungambo,95.38,-83.41,56.19
Nitikaba,137.41,-75.31,-27.66
Nitikudi,175.47,-179.34,41.69
Nititja,-129.81,-17.84,45.84
Niu Anang,-16.56,-89.94,120.94
Niu Benzai,-40.59,44.75,-128.19
Niu Bese,67.16,-68.25,-47.00
Niu Hsing,36.78,155.31,-19.38
Niu Lang,-61.50,80.28,-85.56
Niu Lang O,78.50,-93.03,-24.38
Niu Yu,111.16,-61.75,8.03
Niu Yun,-94.22,33.44,-89.31
Nivati,111.19,64.00,-99.72
Njamanachi,-127.00,89.19,19.75
Njambalba,-3.66,-153.72,26.47
Njambandine,-17.66,-21.13,86.63
Njambi,100.19,-73.72,59.00
Njambian De,151.91,-118.81,-4.59
Njambula,126.03,26.22,-114.63
Njambwa,-74.44,-23.13,88.47
Njamissing,134.00,-142.41,-23.09
Njana,154.22,7.63,-78.78
Njang,-40.19,-11.88,-141.91
Njangamarda,114.19,-76.41,-33.69
Njangari,8.88,-205.44,64.38
Njanheim,106.81,-111.38,122.81
Njanito,-67.69,-84.88,-113.94
Njemar,157.34,-204.91,-60.38
Njemari,125.69,-33.81,-17.94
Njemayeka,71.34,-79.16,-76.75
Njika Mo,93.53,78.88,-118.53
Njikan,-104.78,3.66,-20.81
Njikas,-139.50,-69.97,65.38
Njikit,-138.13,-65.44,5.16
Njiri,93.97,-96.94,20.50
Njirus,50.38,-31.09,4.50
Njoerd,126.84,-13.28,75.72
Njoerdhri,51.56,-192.41,105.59
Njoere,-118.59,64.03,-92.25
Njoeris,-34.91,-26.59,93.94
Njokujil,55.75,-93.03,-36.22
Njokujinun,-73.66,-33.03,-82.09
Njordeates,-168.75,53.97,13.38
Njordi,-109.31,108.38,-52.78
Njordr,-71.03,1.28,11.25
Njorog,92.56,-61.88,-127.41
Njoror,120.94,-220.41,56.97
Njorovices,35.91,28.63,-56.28
Njortamo,134.09,77.44,-125.47
